id,lat,lng,group2
9720,41.77,25.68,N+K
9721,42.72,25.33,S+E
9722,41.71,24.41,S+E
9723,41.42,23.67,N+K
9725,37.6,23.08,N+K
9726,37.07,22.04,N+K
9727,37.63,21.62,S+E
9728,48.46,18.9,N+K
9729,48.46,18.9,N+K
9730,48.47,18.94,N+K
9731,48.46,18.9,N+K
9732,48.47,18.96,S+E
9733,48.47,18.94,S+E
9735,48.47,18.94,S+E
9736,44.69,25.17,S+E
9737,45.95,22.62,S+E
9738,45.57,25.42,N+K
9739,46.01,22.33,S+E
9741,45.84,23.16,N+K
9743,45.14,25.0,N+K
9744,47.16,27.59,S+E
9745,41.45,70.05,S+E
9747,44.38,21.22,N+K
9748,44.23,21.71,N+K
9749,43.54,22.29,N+K
9754,44.66,21.37,N+K
9755,44.56,22.56,N+K
9756,44.3,21.08,N+K
9757,44.3,21.08,N+K
9758,47.75,88.4,S+E
9759,37.47,49.47,S+E
9761,33.92,35.7,N+K
9762,37.69,14.98,S+E
9764,34.1,35.84,S+E
9766,42.26,74.16,S+E
9768,48.57,9.16,N+K
9769,48.55,8.99,N+K
9770,48.53,9.01,N+K
9771,48.56,9.11,N+K
9772,48.41,8.85,N+K
9774,48.59,9.22,N+K
9775,48.41,8.79,N+K
9776,48.43,8.79,N+K
9777,48.57,9.17,N+K
9778,48.41,8.84,N+K
9779,48.5,8.78,N+K
9780,48.43,8.79,N+K
9781,48.52,9.11,N+K
9782,48.53,9.09,N+K
9783,48.52,9.05,N+K
9784,48.5,8.8,N+K
9785,48.54,9.02,N+K
9786,48.54,9.01,N+K
9787,48.5,9.0,N+K
9788,48.53,9.01,N+K
9789,48.39,8.96,N+K
9790,48.58,9.18,N+K
9791,48.6,9.2,N+K
9792,48.54,9.09,N+K
9793,48.57,9.16,N+K
9794,48.52,9.08,N+K
9795,48.5,9.11,N+K
9796,48.41,8.84,N+K
9797,48.54,9.02,N+K
9798,48.54,9.01,N+K
9799,48.39,8.85,N+K
9800,48.54,9.01,N+K
9801,48.54,9.01,N+K
9802,48.51,9.11,N+K
9803,48.42,8.76,N+K
9804,48.45,8.87,N+K
9805,48.54,9.09,N+K
9806,48.56,9.16,N+K
9807,48.6,9.22,N+K
9808,48.52,9.08,N+K
9809,48.52,9.05,N+K
9810,48.53,9.07,N+K
9811,48.52,9.05,N+K
9812,48.52,9.03,N+K
9813,48.4,8.77,N+K
9814,48.42,8.79,N+K
9815,48.54,9.02,N+K
9816,48.55,9.06,N+K
9817,39.84,-6.6,N+K
9819,42.35,-3.03,N+K
9820,41.0,-4.71,N+K
9821,41.81,2.49,N+K
9822,40.52,-4.02,S+E
9823,43.34,-5.84,N+K
9824,42.91,-4.91,S+E
9825,40.4,-3.88,N+K
9826,42.49,-6.71,S+E
9827,42.78,0.69,S+E
9828,42.5,-6.15,S+E
9830,36.97,-3.28,S+E
9831,38.54,-3.39,S+E
9832,40.54,-3.69,S+E
9833,40.38,-4.21,S+E
9834,40.51,-3.9,S+E
9835,40.61,-6.57,S+E
9836,41.25,-1.32,S+E
9837,37.94,-5.6,S+E
9838,41.83,-5.38,N+K
9839,40.44,-4.27,N+K
9840,41.13,-1.43,S+E
9841,40.59,-4.15,S+E
9843,40.53,-3.92,N+K
9844,42.27,0.19,S+E
9845,40.48,-3.96,N+K
9846,42.31,-3.02,N+K
9847,43.31,-5.7,N+K
9848,40.11,-5.77,N+K
9849,40.65,-4.11,N+K
9850,42.86,-0.7,N+K
9851,42.96,-6.1,S+E
9852,40.46,-3.75,S+E
9853,43.33,-5.91,N+K
9854,43.36,-5.88,N+K
9855,40.57,-3.89,N+K
9856,40.51,-4.0,S+E
9857,40.33,-3.8,N+K
9858,40.98,-3.8,S+E
9859,40.5,-3.88,N+K
9860,42.24,-2.62,N+K
9861,40.72,-3.21,S+E
9862,40.45,-3.67,N+K
9864,41.76,2.69,N+K
9866,41.89,-2.79,N+K
9867,40.94,-3.22,N+K
9868,41.78,2.37,N+K
9869,36.76,-5.28,S+E
9870,41.91,0.17,S+E
9871,40.75,-3.99,S+E
9873,37.94,-5.45,N+K
9874,42.34,-3.0,N+K
9875,43.38,-5.87,N+K
9876,41.34,0.99,S+E
9877,43.02,-5.6,S+E
9878,40.78,-3.62,S+E
9879,37.6,-1.12,S+E
9880,42.72,-3.44,S+E
9881,40.46,-5.32,N+K
9882,40.46,-4.26,S+E
9883,42.1,-2.56,N+K
9885,41.14,-3.68,S+E
9886,42.38,1.73,S+E
9887,40.4,-4.77,S+E
9888,40.93,-3.31,S+E
9890,43.16,-5.07,S+E
9891,41.93,2.92,N+K
9892,42.68,-6.96,N+K
9894,42.59,0.76,S+E
9895,41.78,2.57,N+K
9897,40.95,-5.63,S+E
9898,41.14,-3.58,S+E
9899,42.54,0.84,S+E
9900,37.38,-6.01,S+E
9901,42.27,-2.98,S+E
9902,40.71,-3.24,S+E
9903,42.31,-3.1,N+K
9904,40.95,-3.31,S+E
9905,40.76,-4.01,N+K
9906,40.0,4.25,N+K
9908,50.72,3.47,N+K
9909,50.59,3.3,N+K
9910,50.68,3.52,N+K
9911,47.16,4.28,N+K
9912,46.67,4.55,N+K
9914,47.58,5.33,N+K
9915,47.45,3.94,N+K
9917,46.69,4.34,S+E
9918,47.43,5.21,N+K
9920,48.54,4.32,S+E
9921,48.57,4.41,N+K
9924,48.59,4.24,N+K
9925,48.91,4.52,N+K
9926,48.86,4.1,N+K
9927,44.05,3.69,N+K
9928,44.12,3.77,N+K
9929,43.92,3.71,N+K
9930,43.91,4.14,N+K
9932,44.12,4.33,S+E
9933,43.74,3.89,S+E
9935,50.6,2.93,N+K
9937,50.79,2.69,N+K
9938,50.65,2.99,N+K
9939,31.48,-7.45,N+K
9941,40.92,-8.54,N+K
9942,41.32,-1.34,S+E
9943,39.73,-5.74,N+K
9944,36.83,-6.36,S+E
9945,41.8,-3.11,N+K
9946,38.92,-6.34,N+K
9947,40.74,-3.9,S+E
9948,41.05,-3.54,S+E
9949,42.69,-6.93,S+E
9950,42.63,0.76,S+E
9951,51.3333,82.5667,S+E
9952,51.32,82.55,S+E
9953,51.33,82.19,S+E
9955,54.09,60.46,S+E
9956,54.06,60.48,S+E
9957,53.04,51.75,S+E
9958,53.33,49.48,S+E
9959,53.33,49.48,S+E
9960,51.31,57.56,N+K
9962,40.57,15.32,N+K
9963,39.18,16.26,N+K
9964,38.36,16.23,N+K
9965,38.38,16.22,N+K
9966,40.28,15.65,N+K
9968,39.27,16.27,N+K
9969,40.18,16.45,N+K
9970,46.3716,11.2376,N+K
9971,46.513,11.331,N+K
9972,46.513,11.331,N+K
9973,46.366,11.2832,S+E
9974,46.3378,11.2928,N+K
9975,46.3378,11.2928,S+E
9976,46.2543,11.167,N+K
9978,46.6297,10.817,N+K
9979,46.36,11.23,N+K
9980,38.62,16.17,N+K
9981,38.76,16.24,N+K
9982,39.01,16.47,N+K
9983,41.62,12.87,N+K
9984,41.62,12.87,N+K
9985,41.43,23.65,N+K
9986,41.59,25.2,N+K
9987,41.43,23.5,N+K
9988,41.7942,43.4767,N+K
9990,41.8296,46.2831,S+E
9991,41.2381,46.3728,N+K
9993,38.6425,42.2394,S+E
9995,48.14,9.4,N+K
9996,48.52,8.8,N+K
9997,48.56,9.16,N+K
9998,48.43,8.82,S+E
9999,48.53,9.06,N+K
10001,48.52,9.05,N+K
10002,48.53,9.04,N+K
10004,44.46,25.74,N+K
10005,46.11,21.95,S+E
10006,44.6419,34.3814,S+E
10008,41.45,70.05,S+E
10009,41.45,70.05,S+E
10010,41.45,70.05,S+E
10011,39.8692,45.3622,S+E
10012,38.9786,48.5594,N+K
10013,38.7406,48.6131,S+E
10014,38.6536,48.7992,S+E
10015,37.29,71.3,S+E
10017,44.34,21.46,S+E
10018,44.84,20.16,N+K
10020,49.17,16.5,N+K
10022,48.0333,7.7667,S+E
10023,68.8,15.45,S+E
10027,48.02838,7.765567,N+K
14312,62.02,34.12,N+K
14313,62.02,34.12,N+K
14314,61.59,35.11,N+K
14315,61.59,35.11,N+K
14318,61.94,34.24,S+E
14319,61.94,34.24,S+E
15560,61.37,61.37,S+E
15591,48.3315333,14.72665,N+K
15592,48.3314667,14.7158667,N+K
15593,48.3314667,14.7158667,N+K
18694,60.4,32.09,S+E
18696,61.57,30.63,S+E
19949,48.3268333,14.7181667,N+K
19950,48.3268333,14.7181667,N+K
19951,48.3268333,14.7181667,N+K
